circuit,protocol,iters,train_size,test_size,pval,data_time,d_tree_time,bias_sharing,bias_and,accidental_secret,accidental_gate
adder_4.txt,beaver,128,128,64,4.716981138040564e-23,1.25,1.1,0,0,2,0
adder_4.txt,beaver,128,128,64,4.746139693366005e-23,1.35,1.16,0,0,2,0
adder_4.txt,beaver,128,128,64,4.751043486245281e-23,1.3,1.13,0,0,2,0
adder_4.txt,beaver,128,256,128,4.7757997880763586e-23,2.35,1.35,0,0,2,0
adder_4.txt,beaver,128,256,128,4.7757997880763586e-23,2.35,1.31,0,0,2,0
adder_4.txt,beaver,128,256,128,4.7766216456978596e-23,2.56,1.33,0,0,2,0
adder_4.txt,beaver,128,512,256,4.788306673227349e-23,4.76,1.84,0,0,2,0
adder_4.txt,beaver,128,512,256,4.7863298155916524e-23,4.58,1.72,0,0,2,0
adder_4.txt,beaver,128,512,256,4.796386972304956e-23,4.58,1.82,0,0,2,0
adder_4.txt,beaver,64,128,64,1.7832865579268159e-12,0.72,0.86,0,0,3,0
adder_4.txt,beaver,64,128,64,1.787471703086124e-12,0.69,0.82,0,0,3,0
adder_4.txt,beaver,64,128,64,1.7946319211310952e-12,0.68,0.81,0,0,3,0
adder_4.txt,beaver,64,256,128,1.797107071349825e-12,1.33,0.92,0,0,3,0
adder_4.txt,beaver,64,256,128,1.7946319211310952e-12,1.31,0.91,0,0,3,0
adder_4.txt,beaver,64,256,128,1.787471703086124e-12,1.26,0.9,0,0,3,0
adder_4.txt,beaver,64,512,256,1.7973547589561326e-12,2.37,1.06,0,0,3,0
adder_4.txt,beaver,64,512,256,1.7953741368185288e-12,2.41,1.11,0,0,3,0
adder_4.txt,beaver,64,512,256,1.7985936679617407e-12,2.46,1.1,0,0,3,0
adder_4.txt,beaver,128,128,64,4.74499617373868e-23,1.26,1.16,0,0,3,0
adder_4.txt,beaver,128,128,64,4.750879948218943e-23,1.28,1.59,0,0,3,0
adder_4.txt,beaver,128,128,64,4.752842760924027e-23,1.32,1.08,0,0,3,0
adder_4.txt,beaver,128,256,128,4.7667683008873534e-23,2.38,1.29,0,0,3,0
adder_4.txt,beaver,128,256,128,4.767588667793196e-23,2.36,1.31,0,0,3,0
adder_4.txt,beaver,128,256,128,4.7808974924582857e-23,2.55,1.32,0,0,3,0
adder_4.txt,beaver,128,512,256,4.7808974924582857e-23,4.82,1.74,0,0,3,0
adder_4.txt,beaver,128,512,256,4.780732968953364e-23,4.62,1.69,0,0,3,0
adder_4.txt,beaver,128,512,256,4.7932522439654626e-23,4.79,1.6,0,0,3,0
adder_4.txt,beaver,64,128,64,0.9999999999961411,0.7,0.84,0,0,0,1
adder_4.txt,beaver,64,128,64,0.9999999999982067,0.68,0.91,0,0,0,1
adder_4.txt,beaver,64,128,64,0.9999999999982051,0.72,0.88,0,0,0,1
adder_4.txt,beaver,64,256,128,0.9999999999982828,1.32,0.97,0,0,0,1
adder_4.txt,beaver,64,256,128,0.9999999999982031,1.29,1.01,0,0,0,1
adder_4.txt,beaver,64,256,128,0.9999999999982861,1.34,0.98,0,0,0,1
adder_4.txt,beaver,64,512,256,0.999999999998283,2.43,1.3,0,0,0,1
adder_4.txt,beaver,64,512,256,0.9999999999982838,2.97,1.78,0,0,0,1
adder_4.txt,beaver,64,512,256,0.999999999998283,2.42,1.26,0,0,0,1
adder_4.txt,beaver,128,128,64,1.0,1.31,1.16,0,0,0,1
adder_4.txt,beaver,128,128,64,1.0,1.31,1.24,0,0,0,1
adder_4.txt,beaver,128,128,64,1.0,1.28,1.22,0,0,0,1
adder_4.txt,beaver,128,256,128,1.0,3.48,1.52,0,0,0,1
adder_4.txt,beaver,128,256,128,1.0,2.42,1.52,0,0,0,1
adder_4.txt,beaver,128,256,128,1.0,2.24,1.39,0,0,0,1
adder_4.txt,beaver,128,512,256,1.0,4.36,2.03,0,0,0,1
adder_4.txt,beaver,128,512,256,1.0,4.53,2.04,0,0,0,1
adder_4.txt,beaver,128,512,256,1.0,4.56,2.72,0,0,0,1
adder_4.txt,beaver,64,128,64,0.9999999999968184,0.69,0.81,0,0,0,2
adder_4.txt,beaver,64,128,64,0.9999999999972644,0.69,0.81,0,0,0,2
adder_4.txt,beaver,64,128,64,0.999999999998296,0.67,0.79,0,0,0,2
adder_4.txt,beaver,64,256,128,0.9999999999982874,1.25,0.95,0,0,0,2
adder_4.txt,beaver,64,256,128,0.9999999999982878,1.25,0.97,0,0,0,2
adder_4.txt,beaver,64,256,128,0.9999999999982847,1.19,0.97,0,0,0,2
adder_4.txt,beaver,64,512,256,0.9999999999982824,2.36,1.18,0,0,0,2
adder_4.txt,beaver,64,512,256,0.9999999999982822,2.23,1.25,0,0,0,2
adder_4.txt,beaver,64,512,256,0.999999999998284,2.37,1.28,0,0,0,2
adder_4.txt,beaver,128,128,64,1.0,1.29,1.13,0,0,0,2
adder_4.txt,beaver,128,128,64,1.0,1.24,1.18,0,0,0,2
